R_inp,G_inp,B_inp,xtarg,ytarg,Ytarg,xout,yout,Yout,delta_uv,JNCD,DEL*a*b*,DE2000
255,255,255,0.312736485374922,0.329023130326062,747.214782714844,0.310263752937317,0.32867705821991,747.285217285156,0.00168183374392609,0.420458435981521,1.29302810954604,1.73775774569782
255,0,0,0.679988820570151,0.320011179429849,171.112185241699,0.680934488773346,0.318249315023422,166.56672668457,0.00287158598101804,0.71789649525451,2.00991364870933,0.866727112400105
0,255,0,0.26503740648379,0.68997506234414,516.848465203857,0.263483077287674,0.694139897823334,499.990203857422,0.00123376326410553,0.308440816026382,1.16637081335055,0.736119203348066
0,0,255,0.150015137753557,0.0600211928549803,59.2541322692871,0.150063648819923,0.0587567836046219,56.9638328552246,0.00276565659675354,0.691414149188385,1.23150221875129,0.633097907487538
0,255,255,0.19963850755261,0.331798424925765,576.102597473144,0.198723420500755,0.32953679561615,564.061889648438,0.00135613575359269,0.339033938398173,1.31321933219439,0.686968605612524
255,0,255,0.336213668499607,0.151364886095837,230.366317510986,0.33502396941185,0.150229439139366,226.198303222656,0.00160080389979645,0.400200974949111,0.635597165395957,0.422855653748635
255,255,0,0.437867411675688,0.535882661079099,687.960650445557,0.441515535116196,0.53401917219162,672.225219726563,0.00242394103016929,0.605985257542323,2.23414181848549,1.00421211347541
254,126,0,0.585485947520684,0.404268392860288,277.42329175429,0.588292837142944,0.402054876089096,272.105651855469,0.00340474540448048,0.85118635112012,1.18613697481746,0.623294501626215
0,128,249,0.166970961484815,0.152884834720137,167.698995009155,0.166338473558426,0.149355813860893,160.231460571289,0.00437921259693483,1.09480314923371,2.25669843838725,1.35611431809065
158,0,253,0.234084636345189,0.101263293206137,116.708128442798,0.232411965727806,0.0994222462177277,112.2294921875,0.00326587054245896,0.81646763561474,0.905535423863019,0.784572502395593
254,0,152,0.484401007054839,0.224061371620898,188.194774388206,0.48479825258255,0.223091557621956,185.812286376953,0.00159624646268544,0.399061615671359,0.4903742245563,0.299114550183717
254,71,71,0.597792558047941,0.322028181394748,205.889880471597,0.603607773780823,0.321693241596222,199.963684082031,0.00535558387983212,1.33889596995803,1.6392810542345,0.780038441808227
110,254,110,0.28227767790761,0.55951322904235,548.16980300049,0.282658517360687,0.559248626232147,537.368225097656,0.000220938691413296,0.0552346728533239,1.12656102278895,0.467872604700615
76,76,254,0.174947012512775,0.101237190098451,108.447084159062,0.174085915088654,0.098196305334568,103.181922912598,0.00506042328628005,1.26510582157001,2.16925860763087,1.08414305092211
126,254,254,0.228882828011379,0.331080802858563,606.676803280901,0.228175520896912,0.328973114490509,597.0859375,0.00124257120511896,0.310642801279741,1.19467041480507,0.673760264820669
255,100,255,0.332012708615007,0.183154694660859,296.23228705329,0.331117272377014,0.181514367461205,290.664154052734,0.00186507480412903,0.466268701032256,0.903930105076071,0.451197463648649
254,254,124,0.398939166165208,0.471528637358525,693.782284310421,0.40039798617363,0.469436019659042,679.983642578125,0.00154551341739779,0.386378354349447,1.79273632135204,0.81030094322308
245,140,84,0.514359282204266,0.384661285166285,297.039365328736,0.519212365150452,0.384724676609039,290.506591796875,0.00346953509662584,0.867383774156461,1.56343674714208,0.59672925989363
91,149,251,0.195045287662805,0.18679501398221,230.398400606571,0.195687368512154,0.183427900075912,221.914505004883,0.00381922896783078,0.954807241957695,2.62715589444165,1.5338502569997
170,85,253,0.247198109047711,0.138851336476992,173.937099358349,0.245942249894142,0.136226415634155,168.099182128906,0.00363396625373698,0.908491563434244,1.48411845792258,0.796139457742978
254,82,164,0.450259894174865,0.245086654237946,235.196727693246,0.450961410999298,0.24321673810482,230.781845092773,0.00259261182406947,0.648152956017368,1.04259583769699,0.480820240198753
252,113,113,0.509372948659211,0.324197897150673,261.701437032164,0.511600017547607,0.322303205728531,255.945693969727,0.00319655721999078,0.799139304997696,1.17211109472879,0.641885015672501
161,254,161,0.295085737033858,0.462591154350452,594.352186520893,0.294875115156174,0.461119204759598,584.800842285156,0.000574600619028802,0.1436501547572,1.11270354078839,0.431981973479761
121,121,255,0.207334834949118,0.154778947914508,190.793366293927,0.205859407782555,0.150716587901115,181.841415405273,0.00508511890378071,1.27127972594518,2.34422299351005,1.20424680141033
177,254,254,0.257372583771844,0.33038169694322,646.207192281467,0.257995039224625,0.328753411769867,641.935546875,0.00119938507771788,0.299846269429469,1.27513420171159,0.706155265767257
255,150,255,0.326923737167474,0.22166432878114,387.998542694654,0.326328039169312,0.21998818218708,382.809692382813,0.00159751592826618,0.399378982066545,0.989833877555848,0.374657508138363
255,255,176,0.365819202508287,0.416776544145686,713.686047428647,0.366089373826981,0.415571868419647,704.317810058594,0.000708784038691077,0.177196009672769,0.979985894221086,0.48455175081495
249,166,132,0.445420469388688,0.365556566568058,372.855756700459,0.44707328081131,0.362528860569,365.435150146484,0.00292705426770867,0.731763566927168,1.82997990029818,1.19191868301009
141,176,255,0.22760834645265,0.226291603747497,329.222462378072,0.226032465696335,0.221887692809105,317.237060546875,0.00393884948134584,0.98471237033646,2.3621296729806,1.00061894391315
181,128,246,0.263427104906937,0.18598962489127,245.241706551629,0.26297327876091,0.183911040425301,238.775192260742,0.00229963174115556,0.574907935288891,1.19165295368858,0.638723758446775
254,128,181,0.410908263353727,0.268802821438044,308.536785472902,0.411196023225784,0.267514228820801,304.020965576172,0.00138724832345773,0.346812080864433,0.745971318912325,0.381238575989105
254,165,165,0.414775064432557,0.326519220681763,386.355232020599,0.416328966617584,0.323914796113968,379.252380371094,0.00281127658057461,0.702819145143651,1.71758740971349,0.893758506963078
205,252,205,0.304916287793611,0.388200697091654,643.761320806118,0.306124985218048,0.386692523956299,636.343627929688,0.00128763284355702,0.321908210889255,1.39088442219533,0.624234742245563
170,170,252,0.250584926125405,0.226277607999932,334.2255508722,0.249494031071663,0.2225212007761,323.428527832031,0.00338223101633433,0.845557754083583,2.10466225041407,0.920940400865303
217,253,253,0.285464849431046,0.329692344978856,684.607006768514,0.286255329847336,0.328329980373383,684.283996582031,0.00117519549241436,0.293798873103589,1.15157265923812,0.954286965631033
253,197,253,0.320653529548611,0.269112698997024,514.854815597175,0.319620102643967,0.269837081432343,516.918151855469,0.00122511508354842,0.306278770887105,0.909969497755029,0.365040369316684
251,251,214,0.337415223223076,0.369820655620295,703.511214343308,0.337138742208481,0.369156837463379,700.284790039063,0.00034873932640488,0.0871848316012201,0.403420540731505,0.230395235714051
255,203,186,0.378290838739718,0.346923835224935,508.870027358371,0.378457814455032,0.346020519733429,502.491485595703,0.000665992563735599,0.1664981409339,0.670192740692897,0.486949213384717
191,208,255,0.266213753095966,0.272916967877758,474.408681138422,0.266836374998093,0.272476553916931,470.884521484375,0.000676787644996792,0.169196911249198,0.61174117540697,0.497864552033384
209,181,251,0.284511365352246,0.247091196034324,405.08602902088,0.285193651914597,0.245402961969376,398.774719238281,0.00179058881588045,0.447647203970113,1.35542887439866,0.631915190656786
247,174,201,0.365717336078087,0.296566271793125,412.527606925724,0.367097139358521,0.294478267431259,405.255401611328,0.00239494343180125,0.598735857950313,1.5748107987063,0.68515720442109
