dbv,x,y,lv
1467,0.3035,0.3201,111.5160
1468,0.3035,0.3201,111.5180
1469,0.3036,0.3197,111.5285
1470,0.3036,0.3200,111.7005
1471,0.3037,0.3197,111.6746
1472,0.3036,0.3199,111.9407
1473,0.3035,0.3194,111.7624
1474,0.3034,0.3199,111.8645
1475,0.3033,0.3195,112.2832
1476,0.3034,0.3195,112.0684
1477,0.3032,0.3194,112.5411
1478,0.3029,0.3190,112.4833
1479,0.3033,0.3193,112.6447
1480,0.3031,0.3191,112.9848
1481,0.3035,0.3193,113.0461
1482,0.3033,0.3189,112.9634
1483,0.3033,0.3190,113.0875
1484,0.3034,0.3189,113.1828
1485,0.3035,0.3190,113.2747
1486,0.3037,0.3190,113.5833
1487,0.3037,0.3191,113.6327
1488,0.3038,0.3191,114.0852
1489,0.3037,0.3190,113.6934
1490,0.3037,0.3186,113.7545
1491,0.3037,0.3189,114.0013
1492,0.3037,0.3186,114.0596
1493,0.3036,0.3190,114.1151
1494,0.3038,0.3188,114.5094
1495,0.3037,0.3193,114.6865
1496,0.3035,0.3190,114.6417
1497,0.3036,0.3188,115.0430
1498,0.3035,0.3190,114.9569
1499,0.3037,0.3188,115.1375
1500,0.3037,0.3195,115.7911
1501,0.3038,0.3192,115.6161
1502,0.3037,0.3197,116.0154
1503,0.3039,0.3196,116.1018
1504,0.3039,0.3197,116.3185
1505,0.3037,0.3200,116.5398
1506,0.3038,0.3199,116.4524
1507,0.3038,0.3205,117.3774
1508,0.3038,0.3204,117.0489
1509,0.3038,0.3207,117.4796
1510,0.3038,0.3207,117.3283
1511,0.3037,0.3205,117.4222
1512,0.3038,0.3207,117.5320
1513,0.3036,0.3205,117.6344
1514,0.3037,0.3209,118.1339
1515,0.3036,0.3206,118.1007
1516,0.3037,0.3211,118.4436
1517,0.3036,0.3209,118.6053
1518,0.3037,0.3207,118.4990
1519,0.3036,0.3209,118.5135
1520,0.3035,0.3206,118.5291
1521,0.3035,0.3208,118.8153
1522,0.3034,0.3205,118.7557
1523,0.3034,0.3207,118.8971
1524,0.3032,0.3206,118.9736
1525,0.3035,0.3206,118.9975
1526,0.3032,0.3207,119.1417
1527,0.3035,0.3208,119.5165
1528,0.3032,0.3208,119.6657
1529,0.3034,0.3208,119.7698
1530,0.3032,0.3207,119.7467
1531,0.3034,0.3207,119.9918
1532,0.3033,0.3205,120.0049
1533,0.3035,0.3208,120.3253
1534,0.3033,0.3205,120.4483
1535,0.3034,0.3208,120.5240
1536,0.3033,0.3205,120.8896
1537,0.3031,0.3203,120.9335
1538,0.3031,0.3204,121.1123
1539,0.3029,0.3200,120.8871
1540,0.3030,0.3202,121.1012
1541,0.3028,0.3198,121.2652
1542,0.3030,0.3200,121.3393
1543,0.3029,0.3199,121.5470
1544,0.3031,0.3202,121.8592
1545,0.3029,0.3199,121.8129
1546,0.3031,0.3199,121.7374
1547,0.3029,0.3199,122.1207
1548,0.3033,0.3200,122.4124
1549,0.3031,0.3199,122.3992
1550,0.3035,0.3198,122.4531
1551,0.3033,0.3200,122.9111
1552,0.3033,0.3199,122.6264
1553,0.3036,0.3198,123.0733
1554,0.3033,0.3201,123.0448
1555,0.3037,0.3199,123.2436
1556,0.3036,0.3201,123.3616
1557,0.3038,0.3199,123.7178
1558,0.3037,0.3199,123.6858
1559,0.3039,0.3199,123.7922
1560,0.3037,0.3196,123.7937
1561,0.3040,0.3198,124.0008
1562,0.3037,0.3195,123.9484
1563,0.3040,0.3199,124.6382
1564,0.3039,0.3197,124.6635
1565,0.3041,0.3202,125.1907
1566,0.3040,0.3201,125.2881
1567,0.3040,0.3201,125.2204
1568,0.3041,0.3201,125.3835
1569,0.3041,0.3201,125.3166
1570,0.3041,0.3203,125.8667
1571,0.3042,0.3202,125.7564
1572,0.3041,0.3204,125.9960
1573,0.3042,0.3204,125.9676
1574,0.3043,0.3203,126.2226
1575,0.3042,0.3205,126.4033
1576,0.3042,0.3203,126.3962
1577,0.3040,0.3204,126.4796
1578,0.3042,0.3203,126.6302
1579,0.3039,0.3206,126.9394
1580,0.3042,0.3206,127.0999
1581,0.3040,0.3203,126.9717
1582,0.3039,0.3209,127.4889
1583,0.3040,0.3207,127.4980
1584,0.3039,0.3209,127.6850
1585,0.3038,0.3207,127.9832
1586,0.3037,0.3212,128.3212
1587,0.3037,0.3208,128.2204
1588,0.3037,0.3208,128.1655
1589,0.3037,0.3212,128.7194
1590,0.3037,0.3212,128.6416
1591,0.3037,0.3213,129.0822
1592,0.3038,0.3213,129.0244
1593,0.3037,0.3211,129.1838
1594,0.3037,0.3212,129.2751
1595,0.3035,0.3209,129.3368
1596,0.3036,0.3211,129.5456
1597,0.3033,0.3207,129.5842
1598,0.3032,0.3206,129.7779
1599,0.3031,0.3205,129.7385
1600,0.3031,0.3204,130.0542
1601,0.3031,0.3204,130.0294
1602,0.3031,0.3201,130.1275
1603,0.3031,0.3204,130.4897
1604,0.3031,0.3202,130.7296
1605,0.3030,0.3205,130.7774
1606,0.3031,0.3202,130.9131
1607,0.3031,0.3207,131.1264
1608,0.3031,0.3203,131.1580
1609,0.3032,0.3204,131.2199
1610,0.3030,0.3205,131.6228
1611,0.3031,0.3205,131.6492
1612,0.3028,0.3202,131.7171
1613,0.3030,0.3202,131.7469
1614,0.3028,0.3203,131.9683
1615,0.3031,0.3203,132.2296
1616,0.3029,0.3201,132.1670
1617,0.3030,0.3202,132.6210
1618,0.3030,0.3202,132.5479
1619,0.3031,0.3201,132.7739
1620,0.3031,0.3201,132.6408
1621,0.3032,0.3201,133.1245
1622,0.3033,0.3201,132.9984
1623,0.3033,0.3200,133.4890
1624,0.3035,0.3204,133.7310
1625,0.3034,0.3202,133.6066
1626,0.3036,0.3206,134.0253
1627,0.3033,0.3202,133.9761
1628,0.3036,0.3204,134.2912
1629,0.3035,0.3202,134.2663
1630,0.3037,0.3202,134.4471
1631,0.3036,0.3202,134.4379
1632,0.3038,0.3201,134.3778
1633,0.3037,0.3202,134.5179
1634,0.3039,0.3203,134.8125
1635,0.3037,0.3204,135.0988
1636,0.3038,0.3201,134.9797
1637,0.3038,0.3201,135.0823
1638,0.3036,0.3201,135.0090
1639,0.3040,0.3201,135.2480
1640,0.3038,0.3202,135.3115
1641,0.3039,0.3202,135.4099
1642,0.3037,0.3204,135.8770
1643,0.3038,0.3203,135.9212
1644,0.3037,0.3201,136.1958
1645,0.3038,0.3205,136.6797
1646,0.3037,0.3203,136.3847
1647,0.3038,0.3206,136.8672
1648,0.3037,0.3204,136.8887
1649,0.3039,0.3208,137.2847
1650,0.3037,0.3205,137.4056
1651,0.3036,0.3204,137.1681
1652,0.3036,0.3208,137.8756
1653,0.3036,0.3207,137.7790
1654,0.3036,0.3212,138.4428
1655,0.3035,0.3210,138.1362
1656,0.3034,0.3213,138.6792
1657,0.3032,0.3209,138.9504
1658,0.3033,0.3209,138.8374
1659,0.3030,0.3210,139.2223
1660,0.3031,0.3208,139.0487
1661,0.3029,0.3208,139.3308
1662,0.3031,0.3207,139.3223
1663,0.3029,0.3209,139.9648
1664,0.3030,0.3207,140.0242
1665,0.3030,0.3206,140.0118
1666,0.3029,0.3211,140.5055
1667,0.3028,0.3206,140.3851
1668,0.3028,0.3210,140.8387
1669,0.3028,0.3207,140.6505
1670,0.3028,0.3209,140.7772
1671,0.3028,0.3206,140.9842
1672,0.3029,0.3206,140.8830
1673,0.3029,0.3207,141.2338
1674,0.3029,0.3207,141.4568
1675,0.3029,0.3209,141.7468
1676,0.3027,0.3206,141.8082
1677,0.3028,0.3210,142.3270
1678,0.3027,0.3207,142.1692
1679,0.3029,0.3207,142.4206
1680,0.3028,0.3208,142.4823
1681,0.3028,0.3208,142.5928
1682,0.3028,0.3209,143.0187
1683,0.3028,0.3208,142.8521
1684,0.3029,0.3206,142.9955
1685,0.3028,0.3209,143.2874
1686,0.3031,0.3207,143.4837
1687,0.3031,0.3212,143.9505
1688,0.3033,0.3209,143.8357
1689,0.3032,0.3210,143.9167
1690,0.3035,0.3208,143.9206
1691,0.3035,0.3208,144.0083
1692,0.3036,0.3208,144.2728
1693,0.3036,0.3208,144.3091
1694,0.3035,0.3210,144.8013
1695,0.3037,0.3209,145.0125
1696,0.3037,0.3211,145.0430
1697,0.3037,0.3209,145.4329
1698,0.3037,0.3210,145.4064
1699,0.3037,0.3209,145.5500
1700,0.3037,0.3208,145.4621
1701,0.3038,0.3208,145.8719
1702,0.3037,0.3208,145.5435
1703,0.3038,0.3210,145.9969
1704,0.3038,0.3210,145.9291
1705,0.3038,0.3208,145.9991
1706,0.3038,0.3211,146.3217
1707,0.3039,0.3209,146.3335
1708,0.3038,0.3210,146.5882
1709,0.3037,0.3208,146.7534
1710,0.3038,0.3209,146.8107
1711,0.3038,0.3208,147.0547
1712,0.3040,0.3208,147.0317
1713,0.3037,0.3208,147.4875
1714,0.3040,0.3209,147.6379
1715,0.3037,0.3210,147.7645
1716,0.3035,0.3205,147.7555
1717,0.3035,0.3208,148.0700
1718,0.3035,0.3204,148.0010
1719,0.3035,0.3204,147.9504
1720,0.3034,0.3203,148.3300
1721,0.3035,0.3204,148.5701
1722,0.3030,0.3203,148.7846
1723,0.3032,0.3203,149.0415
1724,0.3030,0.3203,148.9995
1725,0.3031,0.3203,149.1548
1726,0.3029,0.3200,149.0478
1727,0.3031,0.3203,149.5738
1728,0.3029,0.3200,149.7475
1729,0.3030,0.3204,150.0458
1730,0.3029,0.3201,150.0226
1731,0.3030,0.3207,150.6448
1732,0.3028,0.3204,150.2678
1733,0.3029,0.3204,150.3796
1734,0.3027,0.3205,150.9383
1735,0.3029,0.3205,150.9421
1736,0.3026,0.3207,151.2430
1737,0.3025,0.3205,151.4028
1738,0.3026,0.3209,151.9188
1739,0.3026,0.3209,152.1084
1740,0.3027,0.3209,152.2263
1741,0.3025,0.3208,152.2894
1742,0.3028,0.3209,152.5253
1743,0.3025,0.3208,152.4144
1744,0.3028,0.3208,152.7303
1745,0.3027,0.3210,152.8764
1746,0.3029,0.3210,153.0261
1747,0.3027,0.3208,153.1053
1748,0.3029,0.3212,153.3824
1749,0.3028,0.3210,153.5516
1750,0.3027,0.3211,153.6773
1751,0.3028,0.3210,153.9335
1752,0.3028,0.3212,154.1011
1753,0.3029,0.3210,154.0182
1754,0.3029,0.3210,154.2258
1755,0.3031,0.3212,154.7168
1756,0.3029,0.3210,154.6555
1757,0.3032,0.3213,155.1042
1758,0.3030,0.3209,154.7623
1759,0.3033,0.3213,155.0853
1760,0.3033,0.3211,155.3588
1761,0.3036,0.3211,155.4469
1762,0.3034,0.3211,155.4880
1763,0.3037,0.3211,155.7390
1764,0.3034,0.3212,156.0579
1765,0.3033,0.3211,155.9871
1766,0.3034,0.3211,156.3833
1767,0.3034,0.3212,156.4718
1768,0.3035,0.3210,156.6012
1769,0.3035,0.3212,156.6484
1770,0.3036,0.3210,156.6251
1771,0.3036,0.3211,156.7523
1772,0.3036,0.3208,157.0309
1773,0.3036,0.3213,157.4191
1774,0.3037,0.3210,157.5553
1775,0.3036,0.3209,157.5556
1776,0.3038,0.3212,158.0161
1777,0.3035,0.3208,157.9597
1778,0.3034,0.3210,158.2108
1779,0.3034,0.3207,158.1495
1780,0.3034,0.3208,158.3064
1781,0.3032,0.3204,158.3376
1782,0.3033,0.3203,158.2954
1783,0.3032,0.3203,158.8809
1784,0.3032,0.3203,158.7888
1785,0.3032,0.3203,159.2171
1786,0.3033,0.3204,159.2870
1787,0.3032,0.3202,159.4386
1788,0.3032,0.3203,159.6127
1789,0.3033,0.3202,160.0347
1790,0.3032,0.3204,160.1649
1791,0.3030,0.3200,160.0781
1792,0.3032,0.3200,160.1914
1793,0.3029,0.3201,160.5146
1794,0.3031,0.3201,160.6546
1795,0.3029,0.3203,160.8866
1796,0.3030,0.3203,161.0983
1797,0.3028,0.3200,161.0034
1798,0.3028,0.3204,161.3023
1799,0.3030,0.3204,161.2469
1800,0.3027,0.3200,161.2211
1801,0.3029,0.3204,161.8202
1802,0.3028,0.3201,161.6922
1803,0.3029,0.3207,162.2062
1804,0.3028,0.3205,162.2769
1805,0.3028,0.3205,162.3113
1806,0.3027,0.3209,163.0667
1807,0.3027,0.3209,162.8657
1808,0.3028,0.3207,163.2215
1809,0.3027,0.3213,163.8085
1810,0.3028,0.3211,164.0777
1811,0.3028,0.3215,164.1861
1812,0.3030,0.3215,164.3232
1813,0.3029,0.3214,164.1959
1814,0.3028,0.3217,164.8936
1815,0.3030,0.3216,164.8914
1816,0.3028,0.3213,164.7461
1817,0.3029,0.3217,165.0915
1818,0.3028,0.3215,165.2548
1819,0.3030,0.3219,165.8736
1820,0.3029,0.3217,165.7139
1821,0.3029,0.3217,165.7589
1822,0.3030,0.3218,166.3186
1823,0.3030,0.3218,166.0321
1824,0.3031,0.3218,166.0555
1825,0.3029,0.3217,166.3375
1826,0.3033,0.3216,166.4245
1827,0.3030,0.3216,166.5434
1828,0.3030,0.3217,166.6086
1829,0.3033,0.3214,166.7960
1830,0.3033,0.3217,167.1179
1831,0.3035,0.3215,167.1682
1832,0.3035,0.3215,167.1963
1833,0.3035,0.3216,167.7464
1834,0.3035,0.3216,167.5499
1835,0.3033,0.3215,167.9084
1836,0.3036,0.3216,168.2237
1837,0.3034,0.3214,168.1497
1838,0.3036,0.3216,168.1980
1839,0.3036,0.3214,168.3581
1840,0.3037,0.3213,168.3254
1841,0.3036,0.3215,168.8902
1842,0.3036,0.3215,168.9687
1843,0.3036,0.3215,169.3466
1844,0.3035,0.3214,169.2920
1845,0.3036,0.3211,169.0087
1846,0.3035,0.3213,169.5014
1847,0.3035,0.3209,169.3510
1848,0.3036,0.3211,169.6019
1849,0.3035,0.3213,169.9463
1850,0.3035,0.3209,170.0496
1851,0.3034,0.3213,170.2978
1852,0.3036,0.3211,170.5721
1853,0.3035,0.3210,170.5168
1854,0.3036,0.3211,170.9636
1855,0.3036,0.3212,171.0276
1856,0.3033,0.3208,170.9978
1857,0.3035,0.3210,171.1375
1858,0.3033,0.3207,171.1240
1859,0.3035,0.3210,171.3433
1860,0.3033,0.3208,171.2428
1861,0.3035,0.3208,171.6958
1862,0.3033,0.3209,172.3584
1863,0.3034,0.3208,172.0066
1864,0.3032,0.3206,172.2135
1865,0.3031,0.3207,172.1689
1866,0.3031,0.3206,172.3695
1867,0.3032,0.3208,172.6698
1868,0.3031,0.3204,172.5535
1869,0.3032,0.3205,172.5674
1870,0.3032,0.3205,172.8903
1871,0.3032,0.3204,172.9871
1872,0.3030,0.3201,172.7497
1873,0.3032,0.3204,173.2380
1874,0.3031,0.3204,173.1395
1875,0.3032,0.3207,173.8803
1876,0.3032,0.3207,173.7303
1877,0.3032,0.3204,173.6558
1878,0.3032,0.3208,174.0630
1879,0.3030,0.3205,174.0189
1880,0.3032,0.3205,174.1266
1881,0.3031,0.3206,174.4780
1882,0.3034,0.3207,174.7848
1883,0.3032,0.3210,175.2574
1884,0.3034,0.3210,175.1119
1885,0.3033,0.3207,175.0268
1886,0.3032,0.3211,175.5169
1887,0.3033,0.3209,175.5354
1888,0.3033,0.3209,175.5649
1889,0.3034,0.3210,175.9728
1890,0.3034,0.3210,175.9798
1891,0.3035,0.3214,176.5500
1892,0.3035,0.3214,176.6332
1893,0.3033,0.3211,176.6524
1894,0.3034,0.3216,177.2431
1895,0.3032,0.3214,177.3181
1896,0.3034,0.3213,177.3998
1897,0.3031,0.3214,177.6848
1898,0.3033,0.3214,177.7769
1899,0.3033,0.3218,178.2112
1900,0.3031,0.3216,178.3281
1901,0.3035,0.3216,178.3981
1902,0.3033,0.3218,178.6707
1903,0.3035,0.3218,178.8165
1904,0.3034,0.3215,178.8918
1905,0.3037,0.3219,179.4516
1906,0.3035,0.3217,179.5204
1907,0.3038,0.3218,179.8520
1908,0.3037,0.3215,179.9095
1909,0.3037,0.3215,179.8235
1910,0.3037,0.3215,180.3540
1911,0.3037,0.3216,180.5177
1912,0.3038,0.3212,180.6665
1913,0.3037,0.3214,180.7041
1914,0.3038,0.3212,181.0118
1915,0.3037,0.3215,181.4720
1916,0.3035,0.3211,181.2697
1917,0.3037,0.3210,181.3100
1918,0.3035,0.3210,181.5127
1919,0.3037,0.3210,181.7625
1920,0.3037,0.3208,181.6954
1921,0.3038,0.3211,182.0306
1922,0.3037,0.3208,182.2074
1923,0.3036,0.3213,182.3659
1924,0.3037,0.3210,182.4897
1925,0.3037,0.3209,182.6101
1926,0.3039,0.3213,183.0807
1927,0.3037,0.3211,182.9990
1928,0.3038,0.3209,182.7418
1929,0.3036,0.3209,183.1717
1930,0.3036,0.3208,182.8467
1931,0.3036,0.3209,183.3634
1932,0.3036,0.3210,183.7367
1933,0.3036,0.3207,183.7504
1934,0.3036,0.3209,183.9388
1935,0.3036,0.3207,184.1074
1936,0.3036,0.3208,184.2701
1937,0.3035,0.3209,184.6368
1938,0.3036,0.3207,184.2693
1939,0.3035,0.3208,184.5646
1940,0.3037,0.3209,185.0019
1941,0.3036,0.3206,184.9515
1942,0.3037,0.3209,185.2155
1943,0.3036,0.3207,185.3711
1944,0.3036,0.3207,185.6067
1945,0.3035,0.3208,185.7090
1946,0.3035,0.3208,185.5253
1947,0.3035,0.3209,185.8561
1948,0.3036,0.3210,186.2959
1949,0.3037,0.3208,186.1229
1950,0.3036,0.3209,186.3290
1951,0.3036,0.3209,186.3602
1952,0.3037,0.3206,186.3981
1953,0.3036,0.3208,186.5536
1954,0.3037,0.3206,186.5520
1955,0.3036,0.3209,187.0435
1956,0.3037,0.3208,187.0724
1957,0.3038,0.3209,187.1336
1958,0.3038,0.3208,187.1659
1959,0.3038,0.3208,187.5941
1960,0.3037,0.3206,187.0773
1961,0.3039,0.3209,187.6530
1962,0.3037,0.3207,187.9832
1963,0.3039,0.3211,188.1960
1964,0.3037,0.3209,188.3246
1965,0.3039,0.3209,188.5093
1966,0.3036,0.3210,188.8160
1967,0.3036,0.3210,188.7229
1968,0.3037,0.3208,189.0617
1969,0.3037,0.3210,189.4551
1970,0.3038,0.3208,189.4679
1971,0.3037,0.3212,189.8281
1972,0.3037,0.3210,189.8690
1973,0.3037,0.3210,190.1549
1974,0.3035,0.3212,190.4638
1975,0.3039,0.3213,190.9464
1976,0.3038,0.3212,190.6300
1977,0.3038,0.3213,191.2835
1978,0.3039,0.3215,191.5337
1979,0.3039,0.3216,192.2524
1980,0.3039,0.3216,192.2212
1981,0.3036,0.3213,192.2841
1982,0.3038,0.3216,193.1365
1983,0.3035,0.3212,192.8927
1984,0.3037,0.3212,193.0582
1985,0.3036,0.3214,193.7064
1986,0.3037,0.3213,193.7705
1987,0.3035,0.3212,193.6459
1988,0.3035,0.3212,193.8555
1989,0.3036,0.3209,194.0038
1990,0.3036,0.3214,194.7363
1991,0.3037,0.3212,194.8529
1992,0.3036,0.3212,194.7330
1993,0.3037,0.3213,195.2725
1994,0.3037,0.3213,195.0913
1995,0.3034,0.3212,195.3327
1996,0.3036,0.3212,195.4479
1997,0.3034,0.3209,195.4723
1998,0.3036,0.3212,195.6270
1999,0.3035,0.3210,195.6685
2000,0.3037,0.3210,195.8484
2001,0.3037,0.3214,196.5172
2002,0.3036,0.3212,196.4938
2003,0.3038,0.3215,196.8216
2004,0.3036,0.3213,197.1511
2005,0.3037,0.3211,196.9935
2006,0.3036,0.3211,197.0054
2007,0.3038,0.3213,197.4935
2008,0.3036,0.3210,197.4986
2009,0.3038,0.3212,197.5509
2010,0.3038,0.3212,198.0238
2011,0.3037,0.3215,197.9338
2012,0.3037,0.3213,198.4023
2013,0.3037,0.3211,197.7231
2014,0.3036,0.3212,198.1688
2015,0.3036,0.3211,198.3173
2016,0.3037,0.3211,198.6486
2017,0.3037,0.3212,198.6416
2018,0.3036,0.3211,198.8167
2019,0.3038,0.3213,199.1644
2020,0.3036,0.3210,198.9339
2021,0.3038,0.3209,198.8317
2022,0.3037,0.3211,199.4636
2023,0.3038,0.3211,199.5068
2024,0.3037,0.3209,199.5407
2025,0.3036,0.3212,199.8474
2026,0.3038,0.3213,200.0794
2027,0.3036,0.3213,200.2886
2028,0.3038,0.3213,200.4533
2029,0.3036,0.3210,200.4255
2030,0.3038,0.3213,200.9122
2031,0.3036,0.3211,200.7923
2032,0.3037,0.3211,200.8096
2033,0.3036,0.3212,201.3475
2034,0.3036,0.3213,201.1920
2035,0.3037,0.3213,201.4258
2036,0.3037,0.3213,201.4916
2037,0.3038,0.3210,201.7214
2038,0.3037,0.3212,202.0076
2039,0.3036,0.3210,202.1371
2040,0.3038,0.3210,202.1728
2041,0.3037,0.3210,202.3228
2042,0.3038,0.3210,202.4803
2043,0.3035,0.3209,202.8657
2044,0.3037,0.3209,202.7885
2045,0.3035,0.3205,202.9255
2046,0.3034,0.3208,203.1697
2047,0.3034,0.3205,203.2664
2048,0.3034,0.3205,202.9673
2049,0.3034,0.3204,203.7870
2050,0.3034,0.3203,203.3750
2051,0.3037,0.3206,203.6894
2052,0.3035,0.3203,204.0924
2053,0.3039,0.3203,204.0080
2054,0.3037,0.3205,204.4209
2055,0.3036,0.3205,204.5087
2056,0.3039,0.3203,204.6953
2057,0.3038,0.3206,205.1803
2058,0.3038,0.3202,205.1261
2059,0.3038,0.3207,205.8814
2060,0.3039,0.3203,205.5216
2061,0.3039,0.3204,205.8983
2062,0.3037,0.3205,206.0405
2063,0.3039,0.3206,206.2554
2064,0.3038,0.3203,206.2650
2065,0.3039,0.3206,206.6636
2066,0.3037,0.3205,207.1304
2067,0.3039,0.3208,207.3051
2068,0.3037,0.3206,207.3304
2069,0.3037,0.3206,207.2661
2070,0.3038,0.3207,207.7527
2071,0.3039,0.3209,208.3939
2072,0.3040,0.3208,208.5220
2073,0.3039,0.3211,208.6778
2074,0.3040,0.3209,209.0496
2075,0.3039,0.3212,209.2110
2076,0.3039,0.3212,209.1135
2077,0.3039,0.3210,209.3504
2078,0.3039,0.3212,209.3971
2079,0.3041,0.3211,209.6198
2080,0.3041,0.3210,209.8335
2081,0.3041,0.3211,210.1549
2082,0.3041,0.3211,210.1481
2083,0.3039,0.3212,210.2620
2084,0.3041,0.3212,210.6514
2085,0.3040,0.3210,210.4969
2086,0.3041,0.3212,210.9965
2087,0.3040,0.3211,210.8997
2088,0.3042,0.3210,210.9583
2089,0.3040,0.3211,211.2069
2090,0.3040,0.3212,211.6292
2091,0.3040,0.3213,211.9966
2092,0.3040,0.3212,211.9676
2093,0.3040,0.3210,211.9897
2094,0.3039,0.3213,212.3821
2095,0.3039,0.3211,212.3861
2096,0.3039,0.3212,212.4626
2097,0.3037,0.3212,212.7321
2098,0.3040,0.3213,213.2296
2099,0.3037,0.3211,212.8109
2100,0.3039,0.3211,212.9626
2101,0.3038,0.3208,212.8322
2102,0.3038,0.3210,213.3488
2103,0.3039,0.3212,213.7225
2104,0.3040,0.3209,213.4189
2105,0.3039,0.3213,214.0654
2106,0.3038,0.3210,214.1024
2107,0.3040,0.3212,214.0589
2108,0.3039,0.3210,214.3115
2109,0.3041,0.3209,214.0266
2110,0.3039,0.3209,214.3558
2111,0.3041,0.3210,214.7430
2112,0.3038,0.3205,214.6038
2113,0.3038,0.3210,215.1224
2114,0.3038,0.3206,215.3362
2115,0.3037,0.3209,215.9122
2116,0.3037,0.3205,215.8393
2117,0.3038,0.3206,216.3116
2118,0.3037,0.3205,216.5202
2119,0.3038,0.3205,216.4961
2120,0.3036,0.3203,216.7139
2121,0.3037,0.3203,216.8808
2122,0.3036,0.3202,217.0138
2123,0.3038,0.3203,217.2083
2124,0.3037,0.3201,217.2505
2125,0.3040,0.3201,217.5491
2126,0.3038,0.3202,217.9536
2127,0.3038,0.3203,217.8593
2128,0.3041,0.3202,217.9093
2129,0.3039,0.3202,218.0298
2130,0.3041,0.3201,218.1042
2131,0.3040,0.3202,218.4245
2132,0.3041,0.3201,218.5049
2133,0.3040,0.3199,218.4605
2134,0.3040,0.3203,219.3054
2135,0.3041,0.3202,219.6363
2136,0.3041,0.3200,219.0172
2137,0.3041,0.3201,219.5969
2138,0.3041,0.3201,219.8172
2139,0.3042,0.3202,220.2718
2140,0.3042,0.3203,220.5149
2141,0.3041,0.3201,220.4515
2142,0.3043,0.3205,220.8220
2143,0.3041,0.3203,220.6599
2144,0.3044,0.3203,221.0577
2145,0.3042,0.3205,221.3775
2146,0.3044,0.3206,221.7732
2147,0.3042,0.3209,222.4400
2148,0.3042,0.3208,222.3931
2149,0.3043,0.3208,222.6548
